file,line,symbol,type,scope,mutability,synchronization,writer_evidence,reader_evidence,owner_identity,reset_teardown_disposition
ggml/src/ggml-sycl/ggml-sycl.cpp,58519,s_src1_ring,float *[MERGE_RING_SIZE],file,mutable,none evident,unscoped lexical candidate: L59309:s_src1_ring[i] = nullptr; | L59313:s_src1_ring[i] = s_src1_ring_alloc[i].as<float>(); | L79658:s_src1_ring[i] = nullptr;,unscoped lexical candidate: L59316:s_src1_ring_sz = s_src1_ring[0] ? src1_f32_bytes : 0; | L59318:if (!s_src1_ring[ring_slot]) { | L59438:g_cpu_worker.src1 = s_src1_ring[ring_slot];,process or function lifetime (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,58520,s_src1_ring_sz,size_t,file,mutable,none evident,unscoped lexical candidate: L59316:s_src1_ring_sz = s_src1_ring[0] ? src1_f32_bytes : 0; | L79663:s_src1_ring_sz = 0;,unscoped lexical candidate: L59306:if (s_src1_ring_sz < src1_f32_bytes) {,process or function lifetime (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,58521,s_src1_ring_alloc,managed_host_pinned_buffer [MERGE_RING_SIZE],file,mutable,none evident,unscoped lexical candidate: L59310:s_src1_ring_alloc[i].reset(); | L79657:s_src1_ring_alloc[i].reset();,"unscoped lexical candidate: L59311:if (s_src1_ring_alloc[i].ensure(*stream, device, src1_f32_bytes, ggml_sycl::alloc_role::STAGING, | L59313:s_src1_ring[i] = s_src1_ring_alloc[i].as<float>(); | L59324:auto src1_ring_handle = s_src1_ring_alloc[ring_slot].as_mem_handle();",tensor/allocation identity or registry,lifecycle not inferred; unscoped lexical reset candidate: L59310:s_src1_ring_alloc[i].reset(); | L79657:s_src1_ring_alloc[i].reset();
ggml/src/ggml-sycl/ggml-sycl.cpp,58523,s_ring_idx,int,file,mutable,none evident,unscoped lexical candidate: L58537:s_ring_idx = 0; | L59481:s_ring_idx++; | L79664:s_ring_idx = 0;,unscoped lexical candidate: L59299:const int ring_slot = s_ring_idx % MERGE_RING_SIZE;,process or function lifetime (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,58562,g_cpu_worker,struct cpu_split_worker { std::thread thread; std::mutex mtx; std::condition_variable cv_work; std::condition_variable cv_done; std::atomic<bool> has_work{ false }; std::atomic<bool> done{ true }; std::atomic<bool> shutdown{ false }; // Work parameters (set by host before signaling) sycl::event e_src1; ggml_type type; int ne00; const void * src0; const float * src1; float * output; int n_rows; },file,mutable,intrinsic:atomic,none found by unscoped lexical scan,"unscoped lexical candidate: L58562:} g_cpu_worker; | L58565:std::unique_lock<std::mutex> lock(g_cpu_worker.mtx); | L58567:g_cpu_worker.cv_work.wait(lock, [] { return g_cpu_worker.has_work.load() || g_cpu_worker.shutdown.load(); });",process or function lifetime (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,58744,atexit_registered,bool,function-local:split_config_init,mutable,none evident,unscoped lexical candidate: L58747:atexit_registered = true;,unscoped lexical candidate: L58745:if (!atexit_registered) {,process or function lifetime (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,58761,pct,const int,function-local:ggml_sycl_tensor_split_pct,immutable binding,none evident,"unscoped lexical candidate: L18360:auto pct = [](int64_t num, int64_t den) -> double { | L20018:double pct = dtok.token_total_us > 0 ? 100.0 * total_us / dtok.token_total_us : 0; | L20156:double pct = avg_total > 0 ? 100.0 * total_us / avg_total : 0;",unscoped lexical candidate: L13190:void ggml_backend_sycl_set_unified_cache_budget_pct(int pct) { | L13191:ggml_sycl::set_unified_cache_budget_pct(pct); | L13194:void ggml_backend_sycl_set_unified_cache_host_budget_pct(int pct) {,process or function lifetime (review required),not applicable: immutable binding
ggml/src/ggml-sycl/ggml-sycl.cpp,58772,SPLIT_MAX_DEVICES,constexpr int,file,immutable binding,none evident,none found by unscoped lexical scan,unscoped lexical candidate: L58783:static split_staging g_split_staging[SPLIT_MAX_DEVICES]; | L58786:if (dev_idx < 0 || dev_idx >= SPLIT_MAX_DEVICES) {,device/process slot,not applicable: immutable binding
ggml/src/ggml-sycl/ggml-sycl.cpp,58783,g_split_staging,split_staging [SPLIT_MAX_DEVICES],file,mutable,none evident,none found by unscoped lexical scan,unscoped lexical candidate: L58789:auto & s = g_split_staging[dev_idx]; | L59557:if (g_split_staging[0].src1_host && g_split_staging[0].output) { | L59558:auto dst_handle = g_split_staging[0].src1_alloc.as_mem_handle();,device/process slot,lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,58832,g_split_secondary_gpu,struct { char * q8_dev = nullptr; // Q8_1 quantized src1 on secondary GPU device float * f32_dev = nullptr; // f32 src1 copy on secondary GPU device (Q8 input) size_t q8_size = 0; size_t f32_size = 0; ggml_sycl::mem_handle q8_handle; ggml_sycl::mem_handle f32_handle; },file,mutable,none evident,none found by unscoped lexical scan,unscoped lexical candidate: L58832:} g_split_secondary_gpu; | L58881:const bool grow_q8 = g_split_secondary_gpu.q8_size < q8_bytes || | L58883:const bool grow_f32 = g_split_secondary_gpu.f32_size < f32_bytes ||,device/process slot,lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,59004,g_split_weight_staging,struct { void * data = nullptr; size_t bytes = 0; managed_host_pinned_buffer alloc; },file,mutable,none evident,none found by unscoped lexical scan,unscoped lexical candidate: L59004:} g_split_weight_staging; | L59007:if (g_split_weight_staging.bytes >= needed) { | L59010:g_split_weight_staging.data = nullptr;,tensor/allocation identity or registry,lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,59061,g_split_weight_cache,"std::unordered_map<split_weight_cache_key, split_weight_cache_entry, split_weight_cache_key_hash>",file,mutable,none evident,"unscoped lexical candidate: L59117:g_split_weight_cache[key] = { buf, cpu_weight_bytes, std::move(handle) }; | L79728:g_split_weight_cache.clear();",unscoped lexical candidate: L59061:g_split_weight_cache; | L59084:auto it = g_split_weight_cache.find(key); | L59085:if (it != g_split_weight_cache.end() && it->second.bytes >= cpu_weight_bytes) {,model/layer semantic state (review required),lifecycle not inferred; unscoped lexical reset candidate: L79728:g_split_weight_cache.clear();
ggml/src/ggml-sycl/ggml-sycl.cpp,59130,e,const bool,function-local:enabled,immutable binding,none evident,unscoped lexical candidate: L2769:for (int e = 0; e < MOE_MAX_EXPERTS; ++e) { | L2790:for (int e = 0; e < n_experts; e++) { | L2830:for (int e = 0; e < ne; e++) {,"unscoped lexical candidate: L381:// deliberately fail-closed (0 makes `batch < threshold` false, i.e. no XMX) | L1275:} catch (const std::exception & e) { | L1277:ring_depth, e.what());",process or function lifetime (review required),not applicable: immutable binding
ggml/src/ggml-sycl/ggml-sycl.cpp,59136,d,const bool,function-local:deep,immutable binding,none evident,unscoped lexical candidate: L3319:for (int d = 0; d < n_devs; ++d) { | L3593:for (int d = 0; d < GGML_SYCL_MAX_DEVICES; ++d) { | L3642:for (int d = 0; d < GGML_SYCL_MAX_DEVICES; ++d) {,"unscoped lexical candidate: L609:""pending=%d\n"", | L649:""[GRAPH-DIAG] phase=%s use_graph=%d has_exec=%d moe_rerecord=%d seg_valid=%d "" | L656:""direct_submit=%.3fms direct_drain=%.3fms/%llu waits pending=%d """,process or function lifetime (review required),not applicable: immutable binding
ggml/src/ggml-sycl/ggml-sycl.cpp,59155,g_split_prof,split_profile,file,mutable,none evident,none found by unscoped lexical scan,unscoped lexical candidate: L59450:g_split_prof.sync_primary_us += us_since(t_s); | L59454:g_split_prof.sync_secondary_us += us_since(t_s); | L59484:g_split_prof.total_us += us_since(t_start);,process or function lifetime (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,59336,s_second_out_dev,float *,function-local:ggml_sycl_mul_mat_tensor_split,mutable,none evident,none found by unscoped lexical scan,"unscoped lexical candidate: L59348:!split_secondary_gpu_ensure(q8_bytes, src1_f32_bytes, second_out_bytes, s_second_out_dev, | L59390:second_args.output = s_second_out_dev;",process or function lifetime (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,59337,s_second_out_dev_sz,size_t,function-local:ggml_sycl_mul_mat_tensor_split,mutable,none evident,none found by unscoped lexical scan,"unscoped lexical candidate: L59349:s_second_out_dev_sz, s_second_out_dev_handle, stream_second)) {",process or function lifetime (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,59338,s_second_out_dev_handle,ggml_sycl::mem_handle,function-local:ggml_sycl_mul_mat_tensor_split,mutable,none evident,none found by unscoped lexical scan,"unscoped lexical candidate: L59349:s_second_out_dev_sz, s_second_out_dev_handle, stream_second)) { | L59403:s_second_out_dev_handle, second_out_bytes, *stream_second);",process or function lifetime (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,59818,dkw0_weight_check_env,const char *,function-local:ggml_sycl_mul_mat,mutable,none evident,"unscoped lexical candidate: L33161:static const char * dkw0_weight_check_env = std::getenv(""GGML_SYCL_DKW0_WEIGHT_CHECK"");",unscoped lexical candidate: L33162:if (dkw0_weight_check_env && std::atoi(dkw0_weight_check_env) != 0) { | L59819:if (dkw0_weight_check_env && std::atoi(dkw0_weight_check_env) != 0) {,model/layer semantic state (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,59820,dkw0_weight_check_count,std::atomic<int>,function-local:ggml_sycl_mul_mat,mutable,intrinsic:atomic,none found by unscoped lexical scan,unscoped lexical candidate: L59823:std::atomic<int> & dkw0_counter = dkw0_is_embd ? dkw0_weight_check_count_embd : dkw0_weight_check_count;,model/layer semantic state (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,59821,dkw0_weight_check_count_embd,std::atomic<int>,function-local:ggml_sycl_mul_mat,mutable,intrinsic:atomic,none found by unscoped lexical scan,unscoped lexical candidate: L59823:std::atomic<int> & dkw0_counter = dkw0_is_embd ? dkw0_weight_check_count_embd : dkw0_weight_check_count;,model/layer semantic state (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,59873,route_trace_count,std::atomic<int>,function-local:ggml_sycl_mul_mat,mutable,intrinsic:atomic,"unscoped lexical candidate: L59874:route_trace_idx = route_trace_count.fetch_add(1, std::memory_order_relaxed);",none found by unscoped lexical scan,process or function lifetime (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,60093,onednn_pp_direct_trace,std::atomic<int>,function-local:ggml_sycl_mul_mat,mutable,intrinsic:atomic,"unscoped lexical candidate: L60094:const int trace_idx = onednn_pp_direct_trace.fetch_add(1, std::memory_order_relaxed);",none found by unscoped lexical scan,process or function lifetime (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,60385,cpu_host_mat_disabled,const bool,function-local:ggml_sycl_mul_mat,immutable binding,none evident,none found by unscoped lexical scan,unscoped lexical candidate: L60397:if (!cpu_host_mat_disabled && !src0_on_device && src0_planned_host && src1->ne[1] == 1 && // batch=1 (TG only),process or function lifetime (review required),not applicable: immutable binding
ggml/src/ggml-sycl/ggml-sycl.cpp,60410,tl_src1_host,std::vector<float>,function-local:ggml_sycl_mul_mat,mutable,thread-local,unscoped lexical candidate: L60412:tl_src1_host.resize(K); | L60518:tl_src1_host.resize(src1_total_bytes / sizeof(float)); | L60619:tl_src1_host.resize(static_cast<size_t>(K));,"unscoped lexical candidate: L60427:auto src1_host_handle = ggml_sycl::mem_handle::from_direct(tl_src1_host.data(), GGML_LAYOUT_AOS, false, | L60443:ggml_sycl_cpu_vec_dot_rows(src0->type, static_cast<int>(K), weight_host, tl_src1_host.data(), | L60515:static thread_local std::vector<float> tl_src1_host;",thread,lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,60411,tl_dst_host,std::vector<float>,function-local:ggml_sycl_mul_mat,mutable,thread-local,unscoped lexical candidate: L60413:tl_dst_host.resize(N); | L60519:tl_dst_host.resize(dst_total_bytes / sizeof(float)); | L60620:tl_dst_host.resize(static_cast<size_t>(N));,"unscoped lexical candidate: L60429:auto dst_host_handle = ggml_sycl::mem_handle::from_direct(tl_dst_host.data(), GGML_LAYOUT_AOS, false, | L60444:tl_dst_host.data(), static_cast<int>(N)); | L60516:static thread_local std::vector<float> tl_dst_host;",thread,lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,60462,cpu_pp_enabled,const bool,function-local:ggml_sycl_mul_mat,immutable binding,none evident,none found by unscoped lexical scan,unscoped lexical candidate: L60475:if (cpu_pp_enabled && M_pp >= cpu_pp_threshold && // PP workload (large batch),process or function lifetime (review required),not applicable: immutable binding
ggml/src/ggml-sycl/ggml-sycl.cpp,60467,cpu_pp_threshold,const int,function-local:ggml_sycl_mul_mat,immutable binding,none evident,none found by unscoped lexical scan,unscoped lexical candidate: L60475:if (cpu_pp_enabled && M_pp >= cpu_pp_threshold && // PP workload (large batch),process or function lifetime (review required),not applicable: immutable binding
ggml/src/ggml-sycl/ggml-sycl.cpp,60515,tl_src1_host,std::vector<float>,function-local:ggml_sycl_mul_mat,mutable,thread-local,unscoped lexical candidate: L60412:tl_src1_host.resize(K); | L60518:tl_src1_host.resize(src1_total_bytes / sizeof(float)); | L60619:tl_src1_host.resize(static_cast<size_t>(K));,"unscoped lexical candidate: L60410:static thread_local std::vector<float> tl_src1_host; | L60427:auto src1_host_handle = ggml_sycl::mem_handle::from_direct(tl_src1_host.data(), GGML_LAYOUT_AOS, false, | L60443:ggml_sycl_cpu_vec_dot_rows(src0->type, static_cast<int>(K), weight_host, tl_src1_host.data(),",thread,lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,60516,tl_dst_host,std::vector<float>,function-local:ggml_sycl_mul_mat,mutable,thread-local,unscoped lexical candidate: L60413:tl_dst_host.resize(N); | L60519:tl_dst_host.resize(dst_total_bytes / sizeof(float)); | L60620:tl_dst_host.resize(static_cast<size_t>(N));,"unscoped lexical candidate: L60411:static thread_local std::vector<float> tl_dst_host; | L60429:auto dst_host_handle = ggml_sycl::mem_handle::from_direct(tl_dst_host.data(), GGML_LAYOUT_AOS, false, | L60444:tl_dst_host.data(), static_cast<int>(N));",thread,lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,60579,output_weight_cpu_fallback,const int,function-local:ggml_sycl_mul_mat,immutable binding,none evident,none found by unscoped lexical scan,unscoped lexical candidate: L60671:if (is_result_output_weight && output_weight_cpu_fallback != 0) { | L60875:if (output_weight_cpu_fallback != 0) {,model/layer semantic state (review required),not applicable: immutable binding
ggml/src/ggml-sycl/ggml-sycl.cpp,60617,tl_src1_host,std::vector<float>,function-local:<lambda>,mutable,thread-local,unscoped lexical candidate: L60412:tl_src1_host.resize(K); | L60518:tl_src1_host.resize(src1_total_bytes / sizeof(float)); | L60619:tl_src1_host.resize(static_cast<size_t>(K));,"unscoped lexical candidate: L60410:static thread_local std::vector<float> tl_src1_host; | L60427:auto src1_host_handle = ggml_sycl::mem_handle::from_direct(tl_src1_host.data(), GGML_LAYOUT_AOS, false, | L60443:ggml_sycl_cpu_vec_dot_rows(src0->type, static_cast<int>(K), weight_host, tl_src1_host.data(),",thread,lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,60618,tl_dst_host,std::vector<float>,function-local:<lambda>,mutable,thread-local,unscoped lexical candidate: L60413:tl_dst_host.resize(N); | L60519:tl_dst_host.resize(dst_total_bytes / sizeof(float)); | L60620:tl_dst_host.resize(static_cast<size_t>(N));,"unscoped lexical candidate: L60411:static thread_local std::vector<float> tl_dst_host; | L60429:auto dst_host_handle = ggml_sycl::mem_handle::from_direct(tl_dst_host.data(), GGML_LAYOUT_AOS, false, | L60444:tl_dst_host.data(), static_cast<int>(N));",thread,lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,60686,tg_fast_disabled,const bool,function-local:ggml_sycl_mul_mat,immutable binding,none evident,none found by unscoped lexical scan,unscoped lexical candidate: L60695:if (!tg_fast_disabled && src0_gpu_accessible && src1->ne[1] == 1 && !fast_split &&,process or function lifetime (review required),not applicable: immutable binding
ggml/src/ggml-sycl/ggml-sycl.cpp,60839,tp_mm_dbg,int,function-local:ggml_sycl_mul_mat,mutable,none evident,unscoped lexical candidate: L60840:if (g_ggml_sycl_tp_debug && tp_mm_dbg++ < 10) {,none found by unscoped lexical scan,process or function lifetime (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,60872,output_dbg,int,function-local:ggml_sycl_mul_mat,mutable,none evident,unscoped lexical candidate: L60882:if (g_ggml_sycl_tp_debug && is_output_weight && output_dbg++ < 3) {,none found by unscoped lexical scan,process or function lifetime (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,60968,force_mmq,bool,function-local:ggml_sycl_mul_mat,mutable,none evident,none found by unscoped lexical scan,unscoped lexical candidate: L60970:if (force_mmq && use_mul_mat_q) {,process or function lifetime (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,60969,force_dmmv,bool,function-local:ggml_sycl_mul_mat,mutable,none evident,none found by unscoped lexical scan,unscoped lexical candidate: L60974:if (force_dmmv && use_dequantize_mul_mat_vec) {,process or function lifetime (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,61019,path_debug_count,int,function-local:ggml_sycl_mul_mat,mutable,none evident,unscoped lexical candidate: L61030:path_debug_count++;,unscoped lexical candidate: L61026:} else if (src1->ne[1] > 1 && path_debug_count < 5) {,process or function lifetime (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,61020,batch1_debug_count,int,function-local:ggml_sycl_mul_mat,mutable,none evident,unscoped lexical candidate: L61025:batch1_debug_count++;,unscoped lexical candidate: L61022:if (src1->ne[1] == 1 && batch1_debug_count < 5) {,process or function lifetime (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,61045,path_dbg,int [32],function-local:ggml_sycl_mul_mat,mutable,none evident,"unscoped lexical candidate: L61054:if (strstr(mm_name, gate_name) && src1->ne[1] == 1 && path_dbg[l]++ < 2) {",none found by unscoped lexical scan,process or function lifetime (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,61046,weight_check_dbg,int,function-local:ggml_sycl_mul_mat,mutable,none evident,unscoped lexical candidate: L61058:if (l == 31 && weight_check_dbg++ < 3) {,none found by unscoped lexical scan,model/layer semantic state (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,61262,force_legacy,bool,function-local:ggml_sycl_mul_mat,mutable,none evident,none found by unscoped lexical scan,unscoped lexical candidate: L61264:if (!force_legacy) { | L61941:} // end !force_legacy block,process or function lifetime (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,61333,unified_trace_count,std::atomic<int>,function-local:ggml_sycl_mul_mat,mutable,intrinsic:atomic,"unscoped lexical candidate: L61334:const int trace_idx = unified_trace_count.fetch_add(1, std::memory_order_relaxed);",none found by unscoped lexical scan,process or function lifetime (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,61665,compare_enabled,int,function-local:ggml_sycl_mul_mat,mutable,none evident,"unscoped lexical candidate: L61668:compare_enabled = (env && std::string(env) == ""1"") ? 1 : 0;",unscoped lexical candidate: L61666:if (compare_enabled < 0) { | L61670:if (compare_enabled) {,process or function lifetime (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,61674,compare_limit,int,function-local:ggml_sycl_mul_mat,mutable,none evident,unscoped lexical candidate: L61680:compare_limit = parsed_limit > 0 ? parsed_limit : 1; | L74983:const int compare_limit = [] {,unscoped lexical candidate: L61677:if (compare_limit < 0) { | L61681:compare_remaining.store(compare_limit); | L74987:if (compare_idx < compare_limit) {,process or function lifetime (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,61675,compare_required_m,int,function-local:ggml_sycl_mul_mat,mutable,none evident,unscoped lexical candidate: L61685:compare_required_m = require_m_env ? std::atoi(require_m_env) : -1;,unscoped lexical candidate: L61683:if (compare_required_m == -2) { | L61688:(compare_required_m < 0) || (M == static_cast<int64_t>(compare_required_m));,process or function lifetime (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,61676,compare_remaining,std::atomic<int>,function-local:ggml_sycl_mul_mat,mutable,intrinsic:atomic,unscoped lexical candidate: L61681:compare_remaining.store(compare_limit); | L61690:const int remaining = compare_remaining.fetch_sub(1);,none found by unscoped lexical scan,process or function lifetime (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,61729,device_checksum_enabled,int,function-local:ggml_sycl_mul_mat,mutable,none evident,unscoped lexical candidate: L61733:device_checksum_enabled = (env && env[0] != '\0') ? 1 : 0;,unscoped lexical candidate: L61731:if (device_checksum_enabled < 0) { | L61742:if (device_checksum_enabled && weight_bytes > 0) {,device/process slot,lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,61730,device_checksum_limit,size_t,function-local:ggml_sycl_mul_mat,mutable,none evident,unscoped lexical candidate: L61738:device_checksum_limit = static_cast<size_t>(v);,"unscoped lexical candidate: L61743:const size_t bytes = std::min(device_checksum_limit, weight_bytes);",device/process slot,lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,61810,compare_sample_cols,int,function-local:ggml_sycl_mul_mat,mutable,none evident,unscoped lexical candidate: L61813:compare_sample_cols = env ? std::atoi(env) : 64; | L61815:compare_sample_cols = 64;,"unscoped lexical candidate: L61811:if (compare_sample_cols < 0) { | L61814:if (compare_sample_cols <= 0) { | L61819:std::min<int64_t>(N, static_cast<int64_t>(compare_sample_cols));",process or function lifetime (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,62056,gate_dbg,int [32],function-local:ggml_sycl_mul_mat,mutable,none evident,unscoped lexical candidate: L62079:(layer == 0 || layer == 30 || layer == 31) && gate_dbg[layer]++ < 3;,none found by unscoped lexical scan,process or function lifetime (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,62057,call_seq,int,function-local:ggml_sycl_mul_mat,mutable,none evident,unscoped lexical candidate: L62092:call_seq++;,"unscoped lexical candidate: L62116:call_seq, layer, is_gate ? ""GATE"" : ""UP"", (long long) batch, in_vals[0], in_vals[1], in_vals[2], | L62118:fprintf(stderr, ""TP DEBUG #%d L%d weight: ptr=%p ne=[%lld,%lld] is_tp=%d\n"", call_seq, layer, weight_ptr,",process or function lifetime (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,62080,l31_batch2,int,function-local:ggml_sycl_mul_mat,mutable,none evident,unscoped lexical candidate: L62081:bool batch2_debug = g_ggml_sycl_tp_debug && layer == 31 && dst->ne[1] == 2 && l31_batch2++ < 3;,none found by unscoped lexical scan,process or function lifetime (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,62122,ffn_mm_dbg,int,function-local:ggml_sycl_mul_mat,mutable,none evident,unscoped lexical candidate: L62126:if (g_ggml_sycl_tp_debug && ffn_mm_dbg++ < 20 && (is_ffn_down_l0 || (is_ffn_down_by_shape && ffn_mm_dbg < 3))) {,none found by unscoped lexical scan,process or function lifetime (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,62159,ffn_post_dbg,int,function-local:ggml_sycl_mul_mat,mutable,none evident,unscoped lexical candidate: L62160:if (g_ggml_sycl_tp_debug && is_ffn_down_l0 && ffn_post_dbg++ < 3) {,none found by unscoped lexical scan,process or function lifetime (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,62301,g_moe_debug_enabled,bool,file,mutable,none evident,none found by unscoped lexical scan,unscoped lexical candidate: L70644:if (g_moe_debug_enabled) { | L76438:if (g_moe_debug_enabled && !g_ggml_sycl_graph_recording) {,model/layer semantic state (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,62303,g_moe_debug_call_count,int,file,mutable,none evident,unscoped lexical candidate: L70645:g_moe_debug_call_count++;,"unscoped lexical candidate: L70646:fprintf(stderr, ""\n[MoE DEBUG] call=%d ne12=%ld n_as=%ld n_ids=%ld ids_ne1=%ld\n"", g_moe_debug_call_count,",model/layer semantic state (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,62322,fused_moe_disabled,bool,function-local:ggml_sycl_mul_mat_id_fused,mutable,none evident,"unscoped lexical candidate: L73637:static bool fused_moe_disabled = (std::getenv(""GGML_SYCL_DISABLE_FUSED_MOE"") != nullptr);",unscoped lexical candidate: L62324:if (fused_moe_disabled) { | L73642:const bool use_fused_moe = !fused_moe_disabled && fused_moe_esimd_available() && !use_expert_cache &&,model/layer semantic state (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,62645,enabled,const bool,function-local:ggml_sycl_xmx_moe_runtime_prealloc_enabled,immutable binding,none evident,unscoped lexical candidate: L207:static const bool enabled = []() { | L431:static const bool enabled = [] { | L440:static const bool enabled = [] {,"unscoped lexical candidate: L211:return enabled; | L393:static std::atomic<int> g_ggml_sycl_unified_dispatch{ -1 }; // -1 = not initialized, 0 = disabled, 1 = enabled | L435:return enabled;",process or function lifetime (review required),not applicable: immutable binding
ggml/src/ggml-sycl/ggml-sycl.cpp,62697,trace_enabled,const int,function-local:<lambda>,immutable binding,none evident,unscoped lexical candidate: L17882:static const int trace_enabled = [] { | L20287:static const int trace_enabled = [] { | L77381:static const bool trace_enabled = [] {,unscoped lexical candidate: L17886:if (trace_enabled != 0) { | L20291:if (trace_enabled != 0 && g_moe_profile.token_active) { | L20294:if (n < 512 || trace_enabled > 1) {,process or function lifetime (review required),not applicable: immutable binding
ggml/src/ggml-sycl/ggml-sycl.cpp,62702,reject_log,std::atomic<int>,function-local:<lambda>,mutable,intrinsic:atomic,"unscoped lexical candidate: L62703:if (reject_log.fetch_add(1, std::memory_order_relaxed) < 128) { | L74310:if (reject_log.fetch_add(1, std::memory_order_relaxed) < 64) {",unscoped lexical candidate: L74309:static std::atomic<int> reject_log{ 0 };,process or function lifetime (review required),lifecycle not inferred; no binding-resolved reset analysis
